miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship,Database,Evidence_Type,miRNA_log2FC,miRNA_Direction,miRNA_pvalue,Target_log2FC,Target_Direction,Target_padj,Relationship_Category
hsa-miR-320c,C4orf50,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,30.0,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-320c,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-320c,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-320c,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.828,Up-regulated,0.008072093,Inconsistent_Both_Up
hsa-miR-320c,TMEM119,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.876,Up-regulated,0.031588773,Inconsistent_Both_Up
hsa-miR-320c,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.897,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-320c,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.201,Up-regulated,0.0126152,Inconsistent_Both_Up
hsa-miR-320c,PARP3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.758,Up-regulated,0.010494703,Inconsistent_Both_Up
hsa-miR-320c,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.044,Up-regulated,0.025052034,Inconsistent_Both_Up
hsa-miR-320c,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.612,Up-regulated,0.008786585,Inconsistent_Both_Up
hsa-miR-320c,GADD45B,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.584,Up-regulated,0.020674929,Inconsistent_Both_Up
hsa-miR-320c,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.805,Up-regulated,0.046134188,Inconsistent_Both_Up
hsa-miR-320c,HAO1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,18.559,Up-regulated,0.0010714,Inconsistent_Both_Up
hsa-miR-320c,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.521,Down-regulated,0.015789562,Consistent_Inhibition
hsa-miR-320c,C2CD3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.732,Down-regulated,0.031468958,Consistent_Inhibition
hsa-miR-320c,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.918,Down-regulated,0.002170178,Consistent_Inhibition
hsa-miR-320c,FXYD7,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,3.323,Up-regulated,0.020763904,Inconsistent_Both_Up
hsa-miR-320c,TREML2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.865,Down-regulated,0.042149404,Consistent_Inhibition
hsa-miR-320c,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,20.753,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-320c,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.535,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-320c,TFPI,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.132,Down-regulated,0.002559679,Consistent_Inhibition
hsa-miR-320c,PNMA2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.373,Up-regulated,0.026340182,Inconsistent_Both_Up
hsa-miR-320c,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.135,Up-regulated,0.003365874,Inconsistent_Both_Up
hsa-miR-320c,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.114,Up-regulated,0.035206414,Inconsistent_Both_Up
hsa-miR-320c,C10orf99,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-16.025,Down-regulated,0.0126152,Consistent_Inhibition
hsa-miR-320c,AFF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.025,Down-regulated,0.027523925,Consistent_Inhibition
hsa-miR-320c,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.336,Up-regulated,7.67e-05,Inconsistent_Both_Up
hsa-miR-320c,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.883,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-320c,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.103,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-320c,SMIM3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.869,Up-regulated,0.001790641,Inconsistent_Both_Up
hsa-miR-320c,GUCA2A,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.331,Down-regulated,0.004340065,Consistent_Inhibition
hsa-miR-320c,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.752,Up-regulated,0.04414703,Inconsistent_Both_Up
hsa-miR-320c,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,19.728,Up-regulated,0.000288762,Inconsistent_Both_Up
hsa-miR-320c,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.927,Up-regulated,0.041520614,Inconsistent_Both_Up
hsa-miR-320c,C6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.789,Up-regulated,0.011404278,Inconsistent_Both_Up
hsa-miR-320c,SERPINA7,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,29.937,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-320c,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,2.175,Up-regulated,0.012766614,Inconsistent_Both_Up
hsa-miR-320c,ACER2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.039,Down-regulated,0.021623149,Consistent_Inhibition
hsa-miR-320c,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.012,Up-regulated,0.049644775,Inconsistent_Both_Up
hsa-miR-320c,GPAT2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.601,Up-regulated,0.028816961,Inconsistent_Both_Up
hsa-miR-320c,SNTA1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.668,Up-regulated,0.027727584,Inconsistent_Both_Up
hsa-miR-320c,RNF39,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.132,Down-regulated,0.04132271,Consistent_Inhibition
hsa-miR-320c,TAB3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.635,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-320c,LYPD3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-1.022,Down-regulated,0.008444947,Consistent_Inhibition
hsa-miR-320c,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.679,Up-regulated,0.049062508,Inconsistent_Both_Up
hsa-miR-320c,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.063,Up-regulated,0.000248806,Inconsistent_Both_Up
hsa-miR-320c,C1orf56,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.759,Down-regulated,0.014721034,Consistent_Inhibition
hsa-miR-320c,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.756,Up-regulated,0.035018768,Inconsistent_Both_Up
hsa-miR-320c,SCML2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.791,Down-regulated,0.011497774,Consistent_Inhibition
hsa-miR-320c,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.634,Up-regulated,0.02918502,Inconsistent_Both_Up
hsa-miR-320c,SYNPR,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-3.584,Down-regulated,0.007083146,Consistent_Inhibition
hsa-miR-320c,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.713,Up-regulated,0.02935565,Inconsistent_Both_Up
hsa-miR-320c,SLC49A4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.868,Down-regulated,0.024762509,Consistent_Inhibition
hsa-miR-320c,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.816,Up-regulated,0.019723562,Inconsistent_Both_Up
hsa-miR-320c,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,24.197,Up-regulated,1.83e-06,Inconsistent_Both_Up
hsa-miR-320c,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.686,Up-regulated,0.030104933,Inconsistent_Both_Up
hsa-miR-320c,LEP,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-2.571,Down-regulated,0.012766614,Consistent_Inhibition
hsa-miR-320c,ORM1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,4.305,Up-regulated,0.000250002,Inconsistent_Both_Up
hsa-miR-320c,ORM2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,4.355,Up-regulated,0.006366681,Inconsistent_Both_Up
hsa-miR-320c,TRNP1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.899,Up-regulated,0.01197074,Inconsistent_Both_Up
hsa-miR-320c,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,24.205,Up-regulated,1.88e-06,Inconsistent_Both_Up
hsa-miR-320c,HYAL1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,1.043,Up-regulated,0.029585943,Inconsistent_Both_Up
hsa-miR-320c,SAA1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,2.44,Up-regulated,0.000699098,Inconsistent_Both_Up
hsa-miR-320c,TPBG,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.849,Down-regulated,0.033227815,Consistent_Inhibition
hsa-miR-320c,SAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,22.64,Up-regulated,1.53e-05,Inconsistent_Both_Up
hsa-miR-320c,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,20.766,Up-regulated,0.000137665,Inconsistent_Both_Up
hsa-miR-320c,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,29.911,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-320c,RAI14,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.798,Up-regulated,0.016776762,-0.765,Down-regulated,0.030000808,Consistent_Inhibition
hsa-miR-320c,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,30.0,Up-regulated,2.79e-10,Inconsistent_Both_Up
hsa-miR-320c,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,2.249,Up-regulated,0.011133387,Inconsistent_Both_Up
hsa-miR-320c,INS,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,25.643,Up-regulated,2.56e-07,Inconsistent_Both_Up
hsa-miR-320c,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.798,Up-regulated,0.016776762,0.782,Up-regulated,0.022249828,Inconsistent_Both_Up
hsa-miR-497-5p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.344,Down-regulated,0.017938909,Consistent_Inhibition
hsa-miR-497-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,1.28,Up-regulated,0.017810079,Inconsistent_Both_Up
hsa-miR-497-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-497-5p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.535,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-497-5p,LHX3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-20.128,Down-regulated,0.000250002,Consistent_Inhibition
hsa-miR-497-5p,TMEM119,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.876,Up-regulated,0.031588773,Inconsistent_Both_Up
hsa-miR-497-5p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.804,Up-regulated,0.000391705,Inconsistent_Both_Up
hsa-miR-497-5p,VSIG10L2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,24.311,Up-regulated,1.65e-06,Inconsistent_Both_Up
hsa-miR-497-5p,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.679,Up-regulated,0.049062508,Inconsistent_Both_Up
hsa-miR-497-5p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
hsa-miR-497-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.883,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-497-5p,FOXA2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,26.653,Up-regulated,5.33e-08,Inconsistent_Both_Up
hsa-miR-497-5p,GREM2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.109,Down-regulated,0.04241884,Consistent_Inhibition
hsa-miR-497-5p,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,1.336,Up-regulated,7.67e-05,Inconsistent_Both_Up
hsa-miR-497-5p,FBXO17,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.715,Up-regulated,0.049232066,Inconsistent_Both_Up
hsa-miR-497-5p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,1.012,Up-regulated,0.049644775,Inconsistent_Both_Up
hsa-miR-497-5p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.025,Down-regulated,0.027523925,Consistent_Inhibition
hsa-miR-497-5p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.763,Up-regulated,0.011462858,Inconsistent_Both_Up
hsa-miR-497-5p,LURAP1L,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.679,Up-regulated,0.048159736,Inconsistent_Both_Up
hsa-miR-497-5p,PLEKHG4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.717,Up-regulated,0.012766614,Inconsistent_Both_Up
hsa-miR-497-5p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.405,Down-regulated,0.006705888,Consistent_Inhibition
hsa-miR-497-5p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,1.103,Up-regulated,0.022027507,Inconsistent_Both_Up
hsa-miR-497-5p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.752,Up-regulated,0.04414703,Inconsistent_Both_Up
hsa-miR-497-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.686,Up-regulated,0.030104933,Inconsistent_Both_Up
hsa-miR-497-5p,SIX4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.764,Down-regulated,0.009851754,Consistent_Inhibition
hsa-miR-497-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-497-5p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.529,Down-regulated,0.037251845,Consistent_Inhibition
hsa-miR-497-5p,SERPINI1,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.438,Down-regulated,0.014745149,Consistent_Inhibition
hsa-miR-497-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.635,Down-regulated,0.049102047,Consistent_Inhibition
hsa-miR-497-5p,SOCS6,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.478,Down-regulated,0.048990101,Consistent_Inhibition
hsa-miR-497-5p,APCDD1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.726,Up-regulated,0.013794504,Inconsistent_Both_Up
hsa-miR-497-5p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,1.201,Up-regulated,0.0126152,Inconsistent_Both_Up
hsa-miR-497-5p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.849,Down-regulated,0.033227815,Consistent_Inhibition
hsa-miR-497-5p,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.612,Up-regulated,0.008786585,Inconsistent_Both_Up
hsa-miR-497-5p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.543,Down-regulated,0.037422409,Consistent_Inhibition
hsa-miR-497-5p,ANKRD62,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-30.0,Down-regulated,2.79e-10,Consistent_Inhibition
hsa-miR-497-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.918,Down-regulated,0.002170178,Consistent_Inhibition
hsa-miR-497-5p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.865,Down-regulated,0.042149404,Consistent_Inhibition
hsa-miR-497-5p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.817,Up-regulated,0.020328259,Inconsistent_Both_Up
hsa-miR-497-5p,CCN1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.926,Up-regulated,0.036503324,Inconsistent_Both_Up
hsa-miR-497-5p,CLDN4,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.807,Down-regulated,0.04951724,Consistent_Inhibition
hsa-miR-497-5p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.927,Up-regulated,0.041520614,Inconsistent_Both_Up
hsa-miR-497-5p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,1.063,Up-regulated,0.000248806,Inconsistent_Both_Up
hsa-miR-497-5p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-0.978,Down-regulated,0.037838615,Consistent_Inhibition
hsa-miR-497-5p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,1.044,Up-regulated,0.025052034,Inconsistent_Both_Up
hsa-miR-497-5p,CGB8,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-2.101,Down-regulated,0.00704024,Consistent_Inhibition
hsa-miR-497-5p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,2.249,Up-regulated,0.011133387,Inconsistent_Both_Up
hsa-miR-497-5p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,0.473,Up-regulated,0.017125316,0.861,Up-regulated,0.024695349,Inconsistent_Both_Up
hsa-miR-497-5p,METTL21C,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,0.473,Up-regulated,0.017125316,-1.098,Down-regulated,0.0126152,Consistent_Inhibition
hsa-miR-5699-5p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.29,Up-regulated,0.018290115,-0.665,Down-regulated,0.022027507,Consistent_Inhibition
hsa-miR-5699-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑,miRWalk,Predicted,1.29,Up-regulated,0.018290115,1.822,Up-regulated,0.018697048,Inconsistent_Both_Up
hsa-miR-5699-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.29,Up-regulated,0.018290115,-1.033,Down-regulated,0.017201477,Consistent_Inhibition
hsa-miR-5699-5p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓,miRWalk,Predicted,1.29,Up-regulated,0.018290115,-0.529,Down-regulated,0.037251845,Consistent_Inhibition
