miRNA,Target_Gene,Is_DEG,DEG_Expression_Direction,Predicted_Regulatory_Relationship
hsa-miR-31-5p,RUNDC3A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,FKBP5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,AFF1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,IL12B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,STK39,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,FAM167A,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,SLC38A1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,JDP2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,SPATC1L,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,SMIM3,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,SGCZ,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,ZBTB47,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,IL2RA,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,AGXT,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,MAT1A,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,AVPR1B,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,CCN4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,ZBTB16,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,EBF4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,ZNF507,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,SIX4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,EPDR1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,LMOD1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,ATOH8,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,SLC49A4,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,KCNE4,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,ADAMTS15,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,PLA2G5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,TSPAN5,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,SERPINI1,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,ACER2,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,INPP5F,Yes,Down-regulated,Inconsistent pattern ↓↓
hsa-miR-31-5p,DMTN,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,PNMA2,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-31-5p,SERPINA1,Yes,Up-regulated,Expression derepression ↓↑
hsa-miR-219b-3p,LHX3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-219b-3p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-219b-3p,BCL6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-219b-3p,SLC28A2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,C8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-219b-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,ANKS4B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,ACER2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-219b-3p,VSIG10L2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,C2CD3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-219b-3p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,PLEKHG4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-219b-3p,ARSJ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,LHX3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,HYAL1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,CYP3A4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,ANKRD62,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,SLC30A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,NSMF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,MYLIP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,MYL4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,SNTA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,PRLHR,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,AGXT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,C4orf50,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,UGT1A9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,TFPI,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,SLC49A4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,ANKS4B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,IL2RA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,TRNP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,GEM,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,AKR1B10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-27b-5p,SELENBP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-27b-5p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,TENT5D,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,CCDC171,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,TMEM158,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,LUZP4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,KLF9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,ANKRD62,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,GREM2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,AMBP,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,SOCS6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,FNDC4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,BCL6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,SYNPR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,SLC49A4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,CYP2C19,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,SSTR2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,SIX4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,CRH,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,RNF39,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-5683,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,BNIPL,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,FTCD,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-5683,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,VSIG10L2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,AGPAT5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,FOXA2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,SHISA9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,GNE,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,SCML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,AKR1C3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,DMTN,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,ANKS4B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,F11,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,AVPR1B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,PLA2G5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,ACTG2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,LIMCH1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,LYPD3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,GADD45B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,ANKRD62,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,PRSS23,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,C8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,SERPINI1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,HYAL1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,SLC30A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,SPATC1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,AMBP,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,KCNE4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,SOCS6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,PRODH2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,USP27X,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,LURAP1L,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-874-5p,FAM167A,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-874-5p,POLR2J3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,TSPAN5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,TTBK2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,IL32,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,VSIG10L2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,KIAA0319,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,COPZ2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,CCN4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,RABGAP1L,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,FBXO17,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,FKBP5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,MICA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,STK39,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,IL12B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,RUNDC3B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,SLC49A4,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,ZBTB47,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,ZBTB8A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,ORM1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,ORM2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,PLA2G5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,KCNIP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,GNE,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,C4orf50,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,EPDR1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,HES6,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,AFF1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,LEP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,CGB7,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,GADD45B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,C1orf56,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,F3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,INS,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,ACTL8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,POLR2J3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,SYNPR,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,CGB5,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,CGB8,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,ADAMTS15,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,CGB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,PIMREG,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,PMIS2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,LUZP4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,USP27X,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-652-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,SGCZ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-652-3p,ARID5A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,CYP19A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,ZBTB16,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,C4orf50,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,SLC6A2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,RNF39,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,A1CF,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,KLF9,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,KCNK10,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,SLC30A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,TREML2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,USP27X,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,LRP3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,PRLHR,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,BAAT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,SERPINA1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,BCL6,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,JDP2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,ATOH8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,F11,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,MAT1A,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,CYP2C19,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,TRNP1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,ARRDC2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,GAGE1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,CCDC9B,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,TMEM158,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,SLC38A1,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,BNIPL,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,CCN1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,GYPC,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,HYAL2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,MYLIP,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,PLA2G5,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,RIPOR2,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,HIGD2B,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,HYAL1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,TSC22D3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,C2CD3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,CEP85,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,FOXA2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,CRH,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,NNMT,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,MAGEC2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,LHX8,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,ARSJ,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-3679-3p,TPBG,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-3679-3p,NLRP4,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,IFI27,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,NTRK2,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,INPP5F,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,APCDD1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,SNCA,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,TRIM49D1,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,OASL,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,TAB3,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,PDLIM3,Yes,Up-regulated,Inconsistent pattern ↑↑
hsa-miR-4664-5p,ZNF507,Yes,Down-regulated,Expression inhibition ↑↓
hsa-miR-4664-5p,RAI14,Yes,Down-regulated,Expression inhibition ↑↓
